Trial 3:3back,Trial 5:3back
35.25,37.105
35.24,37.084
35.231,37.063
35.223,37.041
35.215,37.015
35.207,36.986
35.201,36.952
35.196,36.913
35.192,36.87
35.189,36.823
35.188,36.772
35.189,36.718
35.19,36.661
35.193,36.601
35.197,36.54
35.201,36.479
35.205,36.418
35.208,36.359
35.209,36.302
35.208,36.248
35.208,36.198
35.207,36.15
35.204,36.106
35.199,36.063
35.189,36.022
35.173,35.982
35.151,35.943
35.123,35.907
35.089,35.872
35.05,35.839
35.006,35.809
34.959,35.782
34.908,35.759
34.855,35.739
34.8,35.721
34.743,35.704
34.684,35.689
34.625,35.674
34.565,35.66
34.505,35.645
34.447,35.63
34.39,35.614
34.338,35.597
34.29,35.58
34.248,35.563
34.212,35.546
34.183,35.528
34.16,35.51
34.141,35.49
34.124,35.469
34.109,35.446
34.093,35.422
34.075,35.395
34.055,35.367
34.03,35.338
34.003,35.307
33.973,35.275
33.942,35.241
33.91,35.205
33.878,35.167
33.845,35.126
33.812,35.083
33.779,35.037
33.747,34.988
33.715,34.938
33.682,34.888
33.65,34.838
33.616,34.789
33.582,34.742
33.547,34.695
33.51,34.65
33.472,34.606
33.434,34.563
33.395,34.521
33.357,34.48
33.321,34.44
33.287,34.401
33.256,34.362
33.228,34.325
33.202,34.289
33.179,34.254
33.158,34.22
33.138,34.187
33.118,34.153
33.1,34.119
33.081,34.083
33.062,34.045
33.043,34.004
33.024,33.962
33.002,33.917
32.98,33.872
32.956,33.826
32.931,33.78
32.907,33.736
32.883,33.693
32.862,33.653
32.842,33.615
32.824,33.58
32.807,33.548
32.792,33.519
32.778,33.492
32.764,33.468
32.749,33.447
32.735,33.428
32.721,33.411
32.707,33.396
32.692,33.381
32.676,33.366
32.661,33.35
32.646,33.334
32.633,33.314
32.622,33.293
32.613,33.268
32.607,33.24
32.605,33.211
32.606,33.181
32.612,33.151
32.623,33.122
32.64,33.093
32.664,33.067
32.698,33.043
32.743,33.021
32.801,32.999
32.873,32.978
32.961,32.957
33.064,32.935
33.184,32.912
33.318,32.886
33.467,32.86
33.629,32.832
33.8,32.804
33.978,32.776
34.16,32.749
34.344,32.723
34.526,32.698
34.705,32.675
34.88,32.654
35.048,32.635
35.21,32.619
35.362,32.606
35.505,32.595
35.637,32.59
35.758,32.589
35.866,32.594
35.961,32.607
36.043,32.63
36.113,32.664
36.17,32.712
36.216,32.775
36.251,32.854
36.278,32.951
36.296,33.066
36.309,33.2
36.317,33.351
36.322,33.518
36.324,33.7
36.324,33.896
36.322,34.105
36.317,34.324
36.309,34.55
36.298,34.78
36.283,35.012
36.265,35.243
36.245,35.468
36.224,35.685
36.202,35.891
36.18,36.085
36.159,36.264
36.141,36.428
36.125,36.577
36.112,36.711
36.101,36.829
36.092,36.933
36.083,37.022
36.074,37.098
36.064,37.161
36.051,37.212
36.036,37.253
36.018,37.285
35.999,37.309
35.977,37.326
35.952,37.337
35.925,37.343
35.894,37.342
35.861,37.336
35.826,37.325
35.788,37.31
35.749,37.292
35.708,37.272
35.667,37.249
35.626,37.227
35.588,37.204
35.553,37.183
35.522,37.164
35.496,37.146
35.474,37.13
35.457,37.113
35.445,37.095
35.436,37.076
35.43,37.053
35.425,37.028
35.42,36.998
35.415,36.965
35.411,36.928
35.406,36.887
35.403,36.842
35.401,36.793
35.402,36.741
35.405,36.686
35.411,36.63
35.419,36.574
35.428,36.519
35.436,36.465
35.441,36.412
35.443,36.36
35.44,36.308
35.433,36.258
35.42,36.209
35.401,36.161
35.376,36.115
35.348,36.07
35.316,36.028
35.282,35.99
35.249,35.955
35.216,35.923
35.185,35.896
35.156,35.872
35.129,35.851
35.103,35.831
35.076,35.814
35.05,35.797
35.023,35.781
34.995,35.766
34.966,35.752
34.937,35.739
34.906,35.727
34.874,35.716
34.842,35.705
34.809,35.695
34.777,35.684
34.747,35.674
34.718,35.664
34.69,35.653
34.664,35.641
34.639,35.627
34.614,35.611
34.589,35.593
34.562,35.572
34.534,35.547
34.504,35.519
34.473,35.487
34.441,35.452
34.409,35.412
34.377,35.369
34.344,35.323
34.31,35.275
34.276,35.227
34.241,35.179
34.205,35.133
34.17,35.088
34.136,35.043
34.104,34.999
34.074,34.954
34.046,34.909
34.019,34.865
33.992,34.823
33.967,34.782
33.943,34.742
33.92,34.704
33.897,34.668
33.876,34.63
33.854,34.592
33.833,34.553
33.811,34.514
33.788,34.473
33.763,34.431
33.738,34.388
33.711,34.346
33.685,34.304
33.658,34.263
33.632,34.224
33.607,34.187
33.584,34.153
33.563,34.121
33.544,34.091
33.528,34.064
33.513,34.038
33.499,34.013
33.486,33.989
33.471,33.967
33.453,33.946
33.431,33.927
33.406,33.91
33.378,33.893
33.347,33.877
33.316,33.859
33.284,33.841
33.254,33.82
33.226,33.796
33.201,33.769
33.179,33.741
33.161,33.712
33.147,33.681
33.136,33.649
33.128,33.616
33.121,33.583
33.114,33.551
33.105,33.52
33.094,33.489
33.08,33.459
33.062,33.43
33.041,33.402
33.017,33.375
32.992,33.349
32.968,33.324
32.947,33.301
32.931,33.28
32.923,33.261
32.924,33.244
32.936,33.229
32.96,33.215
32.999,33.201
33.052,33.188
33.121,33.173
33.206,33.158
33.305,33.141
33.419,33.125
33.546,33.108
33.686,33.092
33.837,33.078
33.998,33.065
34.169,33.057
34.348,33.054
34.533,33.057
34.724,33.069
34.917,33.089
35.111,33.12
35.304,33.163
35.494,33.221
35.678,33.295
35.853,33.387
36.017,33.498
36.168,33.628
36.306,33.777
36.429,33.945
36.537,34.128
36.63,34.325
36.709,34.532
36.775,34.747
36.827,34.968
36.867,35.19
36.895,35.412
36.914,35.631
36.923,35.843
36.926,36.047
36.923,36.242
36.915,36.426
36.904,36.597
36.892,36.755
36.879,36.899
36.866,37.028
36.854,37.143
36.843,37.243
36.831,37.33
36.819,37.402
36.809,37.462
36.799,37.509
36.791,37.545
36.784,37.571
36.778,37.589
36.775,37.599
36.773,37.604
36.774,37.604
36.775,37.602
36.777,37.597
36.778,37.59
36.776,37.582
36.772,37.571
36.763,37.557
36.748,37.541
36.726,37.523
36.698,37.502
36.664,37.478
36.626,37.453
36.586,37.426
36.545,37.4
36.505,37.373
36.468,37.347
36.433,37.321
36.402,37.295
36.374,37.269
36.349,37.243
36.328,37.217
36.311,37.189
36.298,37.159
36.289,37.126
36.284,37.09
36.283,37.051
36.285,37.009
36.29,36.964
36.295,36.916
36.301,36.865
36.306,36.814
36.311,36.762
36.315,36.709
36.317,36.656
36.319,36.604
36.32,36.552
36.321,36.5
36.322,36.448
36.322,36.397
36.319,36.348
36.313,36.302
36.302,36.258
36.287,36.219
36.268,36.184
36.244,36.155
36.215,36.13
36.183,36.11
36.149,36.093
36.114,36.08
36.079,36.069
36.044,36.06
36.009,36.053
35.976,36.045
35.945,36.037
35.915,36.029
35.887,36.019
35.86,36.006
35.834,35.99
35.808,35.972
35.779,35.952
35.748,35.931
35.714,35.908
35.676,35.885
35.636,35.86
35.594,35.836
35.55,35.81
35.506,35.782
35.46,35.751
35.415,35.717
35.37,35.677
35.323,35.633
35.276,35.586
35.228,35.536
35.179,35.483
35.129,35.43
35.081,35.377
35.033,35.326
34.987,35.277
34.942,35.231
34.9,35.188
34.86,35.148
34.823,35.11
34.79,35.075
34.761,35.042
34.736,35.01
34.714,34.978
34.696,34.947
34.679,34.916
34.663,34.884
34.648,34.851
34.632,34.818
34.616,34.782
34.599,34.745
34.581,34.706
34.562,34.665
34.541,34.622
34.52,34.577
34.496,34.531
34.472,34.485
34.447,34.439
34.422,34.393
34.397,34.349
34.372,34.305
34.347,34.263
34.322,34.223
34.297,34.185
34.273,34.149
34.248,34.116
34.222,34.084
34.196,34.055
34.171,34.028
34.145,34.002
34.119,33.978
34.093,33.956
34.067,33.934
34.042,33.914
34.017,33.894
33.993,33.874
33.969,33.853
33.945,33.83
33.922,33.804
33.9,33.777
33.879,33.748
33.859,33.719
33.843,33.689
33.83,33.659
33.82,33.63
33.813,33.601
33.808,33.573
33.805,33.545
33.802,33.518
33.799,33.492
33.795,33.467
33.788,33.443
33.778,33.42
33.766,33.398
33.751,33.377
33.735,33.358
33.717,33.339
33.7,33.32
33.685,33.303
33.674,33.285
33.667,33.266
33.667,33.247
33.676,33.226
33.694,33.203
33.724,33.178
33.765,33.151
33.819,33.122
33.885,33.091
33.963,33.06
34.054,33.029
34.158,32.997
34.274,32.967
34.402,32.937
34.544,32.907
34.699,32.879
34.866,32.852
35.044,32.826
35.231,32.802
35.425,32.78
35.625,32.76
35.827,32.743
36.029,32.73
36.229,32.725
36.423,32.729
36.61,32.744
36.787,32.771
36.953,32.812
37.106,32.868
37.246,32.941
37.371,33.031
37.482,33.137
37.578,33.259
37.659,33.399
37.727,33.555
37.78,33.727
37.822,33.913
37.853,34.111
37.875,34.32
37.891,34.536
37.901,34.758
37.908,34.982
37.914,35.207
37.918,35.43
37.919,35.648
37.915,35.861
37.903,36.065
37.885,36.259
37.869,36.44
37.857,36.607
37.851,36.759
37.851,36.893
37.856,37.011
37.865,37.111
37.878,37.194
37.891,37.26
37.904,37.311
37.913,37.349
37.916,37.376
37.912,37.393
37.901,37.403
37.882,37.406
37.855,37.402
37.821,37.394
37.78,37.382
37.733,37.366
37.682,37.348
37.627,37.326
37.569,37.302
37.509,37.275
37.449,37.248
37.388,37.221
37.329,37.196
37.272,37.171
37.22,37.148
37.173,37.125
37.132,37.103
37.098,37.082
37.072,37.063
37.052,37.043
37.038,37.025
37.029,37.006
37.024,36.986
37.024,36.964
37.027,36.939
37.033,36.91
37.043,36.877
37.055,36.84
37.069,36.8
37.086,36.758
37.104,36.714
37.123,36.667
37.141,36.618
37.158,36.566
37.172,36.512
37.181,36.456
37.185,36.399
37.183,36.343
37.176,36.289
37.163,36.237
37.146,36.19
37.125,36.148
37.102,36.112
37.076,36.081
37.049,36.054
37.021,36.031
36.991,36.011
36.96,35.993
36.928,35.976
36.896,35.961
36.863,35.946
36.83,35.932
36.797,35.918
36.764,35.904
36.73,35.89
36.695,35.877
36.659,35.862
36.62,35.848
36.579,35.834
36.536,35.822
36.492,35.811
36.446,35.802
36.399,35.793
36.352,35.784
36.305,35.774
36.261,35.763
36.219,35.749
36.181,35.732
36.146,35.711
36.113,35.686
36.082,35.657
36.053,35.625
36.024,35.591
35.994,35.556
35.962,35.52
35.927,35.484
35.889,35.448
35.849,35.413
35.807,35.378
35.765,35.342
35.723,35.306
35.682,35.268
35.645,35.229
35.611,35.191
35.58,35.152
35.551,35.114
35.525,35.075
35.5,35.037
35.475,35.001
35.449,34.966
35.422,34.931
35.392,34.896
35.362,34.862
35.33,34.828
35.297,34.794
35.264,34.76
35.231,34.728
35.2,34.695
35.17,34.663
35.141,34.631
35.114,34.598
35.088,34.564
35.062,34.529
35.035,34.493
35.008,34.456
34.978,34.419
34.945,34.382
34.911,34.344
34.875,34.307
34.838,34.272
34.8,34.238
34.763,34.205
34.726,34.173
34.691,34.142
34.659,34.112
34.628,34.081
34.6,34.051
34.574,34.023
34.55,33.995
34.526,33.969
34.501,33.944
34.476,33.92
34.449,33.896
34.421,33.872
34.392,33.848
34.362,33.823
34.331,33.797
34.3,33.77
34.27,33.742
34.24,33.712
34.211,33.681
34.183,33.65
34.158,33.62
34.135,33.59
34.116,33.563
34.101,33.538
34.091,33.516
34.088,33.496
34.092,33.479
34.105,33.463
34.127,33.447
34.162,33.431
34.21,33.415
34.274,33.4
34.356,33.385
34.455,33.37
34.571,33.356
34.704,33.342
34.853,33.328
35.017,33.313
35.194,33.296
35.383,33.277
35.581,33.256
35.788,33.232
36,33.206
36.216,33.177
36.434,33.146
36.652,33.112
36.866,33.078
37.073,33.043
37.272,33.008
37.458,32.975
37.629,32.941
37.782,32.909
37.919,32.878
38.037,32.85
38.138,32.825
38.222,32.803
38.291,32.785
38.345,32.774
38.386,32.771
38.415,32.776
38.431,32.793
38.437,32.823
38.435,32.867
38.426,32.928
38.411,33.006
38.394,33.102
38.375,33.216
38.355,33.348
38.336,33.498
38.317,33.664
38.299,33.846
38.283,34.042
38.268,34.249
38.254,34.467
38.241,34.691
38.228,34.921
38.215,35.153
38.201,35.383
38.185,35.608
38.167,35.827
38.146,36.038
38.122,36.239
38.094,36.428
38.062,36.604
38.025,36.765
37.982,36.91
37.935,37.038
37.884,37.149
37.828,37.244
37.768,37.324
37.705,37.389
37.64,37.441
37.577,37.481
37.515,37.51
37.456,37.531
37.402,37.545
37.352,37.553
37.308,37.554
37.269,37.55
37.234,37.541
37.202,37.528
37.172,37.512
37.143,37.494
37.115,37.476
37.089,37.457
37.066,37.439
37.047,37.42
37.031,37.402
37.02,37.382
37.013,37.362
37.009,37.341
37.008,37.321
37.008,37.3
37.01,37.277
37.011,37.253
37.013,37.227
37.014,37.197
37.011,37.163
37.004,37.128
36.991,37.089
36.972,37.048
36.947,37.004
36.917,36.957
36.884,36.91
36.849,36.862
36.812,36.815
36.774,36.768
36.736,36.722
36.698,36.675
36.661,36.629
36.624,36.585
36.588,36.542
36.552,36.502
36.516,36.465
36.482,36.432
36.449,36.403
36.418,36.38
36.388,36.36
36.358,36.343
36.328,36.33
36.297,36.319
36.264,36.31
36.229,36.303
36.191,36.297
36.151,36.292
36.109,36.286
36.064,36.278
36.018,36.27
35.971,36.261
35.924,36.25
35.876,36.237
35.829,36.222
35.783,36.207
35.737,36.192
35.692,36.178
35.648,36.164
35.604,36.15
35.56,36.136
35.516,36.121
35.473,36.106
35.43,36.088
35.387,36.068
35.348,36.045
35.312,36.019
35.28,35.989
35.253,35.958
35.23,35.926
35.21,35.893
35.192,35.859
35.175,35.823
35.159,35.787
35.141,35.75
35.121,35.712
35.098,35.673
35.071,35.633
35.041,35.594
35.008,35.554
34.972,35.515
34.934,35.477
34.894,35.439
34.854,35.402
34.815,35.365
34.778,35.329
34.744,35.293
34.713,35.257
34.686,35.221
34.661,35.185
34.638,35.151
34.616,35.117
34.593,35.085
34.568,35.054
34.54,35.022
34.511,34.99
34.479,34.957
34.446,34.921
34.412,34.883
34.377,34.842
34.343,34.797
34.309,34.75
34.277,34.7
34.247,34.65
34.219,34.599
34.193,34.548
34.169,34.498
34.146,34.45
34.124,34.404
34.102,34.36
34.078,34.32
34.052,34.284
34.025,34.252
33.997,34.224
33.969,34.201
33.941,34.181
33.914,34.164
33.889,34.148
33.869,34.133
33.854,34.117
33.846,34.099
33.846,34.078
33.856,34.052
33.876,34.022
33.909,33.989
33.954,33.953
34.013,33.916
34.086,33.878
34.176,33.841
34.282,33.805
34.405,33.772
34.545,33.741
34.701,33.711
34.871,33.682
35.055,33.654
35.25,33.628
35.454,33.603
35.664,33.579
35.878,33.556
36.092,33.533
36.305,33.511
36.515,33.489
36.719,33.467
36.915,33.444
37.101,33.419
37.274,33.394
37.435,33.369
37.58,33.344
37.711,33.319
37.827,33.294
37.928,33.27
38.014,33.247
38.086,33.225
38.144,33.205
38.189,33.185
38.223,33.165
38.248,33.145
38.266,33.125
38.278,33.104
38.285,33.082
38.288,33.06
38.288,33.037
38.286,33.016
38.281,32.997
38.272,32.981
38.259,32.971
38.242,32.967
38.221,32.971
38.197,32.986
38.17,33.012
38.141,33.053
38.111,33.109
38.079,33.183
38.047,33.276
38.013,33.388
37.979,33.52
37.945,33.671
37.91,33.841
37.875,34.027
37.839,34.228
37.802,34.443
37.764,34.668
37.725,34.9
37.684,35.136
37.642,35.375
37.599,35.612
37.554,35.847
37.509,36.075
37.462,36.294
37.414,36.502
37.365,36.697
37.315,36.877
37.266,37.042
37.217,37.193
37.169,37.329
37.124,37.45
37.082,37.556
37.043,37.649
37.009,37.729
36.978,37.798
36.952,37.854
36.929,37.899
36.911,37.932
36.896,37.956
36.885,37.97
36.876,37.976
36.868,37.974
36.862,37.965
36.856,37.95
36.85,37.93
36.843,37.906
36.837,37.879
36.831,37.851
36.825,37.823
36.819,37.795
36.811,37.769
36.802,37.744
36.789,37.719
36.773,37.694
36.753,37.669
36.728,37.643
36.699,37.616
36.666,37.587
36.631,37.558
36.594,37.526
36.557,37.492
36.522,37.454
36.487,37.412
36.454,37.366
36.422,37.318
36.391,37.268
36.361,37.216
36.331,37.162
36.3,37.109
36.268,37.055
36.235,37.004
36.2,36.953
36.165,36.905
36.129,36.857
36.093,36.81
36.056,36.764
36.019,36.72
35.98,36.678
35.941,36.639
35.901,36.603
35.859,36.571
35.817,36.542
35.773,36.517
35.728,36.495
35.682,36.477
35.635,36.462
35.587,36.449
35.538,36.439
35.489,36.432
35.438,36.425
35.387,36.419
35.336,36.412
35.285,36.404
35.235,36.395
35.188,36.384
35.143,36.371
35.1,36.356
35.059,36.339
35.019,36.321
34.981,36.302
34.944,36.284
34.908,36.267
34.873,36.25
34.841,36.232
34.81,36.213
34.781,36.192
34.753,36.167
34.726,36.14
34.7,36.109
34.675,36.075
34.651,36.037
34.627,35.997
34.603,35.955
34.579,35.912
34.554,35.867
34.529,35.82
34.502,35.772
34.474,35.723
34.445,35.674
34.413,35.625
34.38,35.579
34.346,35.534
34.311,35.491
34.274,35.451
34.236,35.412
34.197,35.376
34.158,35.339
34.118,35.303
34.079,35.264
34.041,35.224
34.002,35.183
33.964,35.141
33.926,35.099
33.887,35.058
33.847,35.018
33.807,34.979
33.767,34.941
33.728,34.903
33.691,34.864
33.657,34.824
33.627,34.784
33.602,34.742
33.58,34.7
33.562,34.658
33.546,34.617
33.53,34.577
33.514,34.538
33.497,34.501
33.478,34.466
33.459,34.432
33.438,34.398
33.417,34.365
33.395,34.332
33.373,34.299
33.352,34.266
33.334,34.233
33.323,34.201
33.32,34.168
33.327,34.136
33.347,34.105
33.381,34.073
33.43,34.042
33.495,34.011
33.578,33.98
33.678,33.95
33.797,33.921
33.934,33.893
34.088,33.867
34.259,33.845
34.446,33.825
34.645,33.807
34.856,33.792
35.074,33.778
35.297,33.765
35.523,33.752
35.749,33.74
35.973,33.727
36.19,33.714
36.4,33.698
36.599,33.681
36.787,33.663
36.96,33.643
37.117,33.623
37.256,33.601
37.378,33.577
37.482,33.552
37.57,33.525
37.644,33.497
37.705,33.467
37.755,33.438
37.795,33.409
37.826,33.381
37.851,33.356
37.868,33.331
37.877,33.308
37.879,33.285
37.873,33.263
37.861,33.241
37.843,33.221
37.82,33.202
37.793,33.184
37.764,33.168
37.733,33.154
37.702,33.143
37.671,33.136
37.64,33.133
37.61,33.136
37.579,33.146
37.549,33.166
37.519,33.197
37.489,33.241
37.459,33.301
37.428,33.378
37.397,33.473
37.364,33.588
37.33,33.724
37.294,33.881
37.254,34.058
37.213,34.255
37.17,34.468
37.126,34.697
37.082,34.938
37.037,35.188
36.991,35.443
36.945,35.702
36.901,35.96
36.857,36.216
36.815,36.466
36.775,36.708
36.736,36.94
36.7,37.158
36.666,37.363
36.635,37.553
36.605,37.726
36.577,37.882
36.55,38.021
36.523,38.143
36.496,38.248
36.468,38.338
36.442,38.414
36.416,38.476
36.393,38.525
36.374,38.562
36.358,38.587
36.345,38.601
36.336,38.605
36.329,38.601
36.325,38.589
36.32,38.569
36.313,38.544
36.304,38.514
36.292,38.48
36.277,38.445
36.258,38.408
36.235,38.372
36.21,38.335
36.182,38.3
36.153,38.265
36.124,38.23
36.094,38.196
36.063,38.161
36.032,38.124
36,38.084
35.967,38.042
35.932,37.998
35.895,37.952
35.857,37.905
35.815,37.854
35.772,37.801
35.726,37.745
35.679,37.687
35.63,37.627
35.581,37.565
35.532,37.503
35.485,37.441
35.44,37.378
35.397,37.316
35.356,37.256
35.317,37.197
35.279,37.142
35.24,37.089
35.199,37.04
35.157,36.996
35.112,36.957
35.066,36.923
35.019,36.893
34.971,36.866
34.923,36.841
34.876,36.818
34.829,36.798
34.784,36.781
34.741,36.766
34.699,36.754
34.66,36.744
34.623,36.737
34.588,36.732
34.553,36.727
34.519,36.723
34.484,36.717
34.45,36.71
34.414,36.701
34.379,36.69
34.344,36.677
34.309,36.664
34.275,36.649
34.242,36.632
34.21,36.614
34.178,36.596
34.149,36.577
34.121,36.557
34.093,36.536
34.066,36.514
34.039,36.49
34.012,36.465
33.985,36.438
33.958,36.41
33.933,36.379
33.908,36.347
33.884,36.312
33.861,36.274
33.84,36.235
33.82,36.193
33.8,36.149
33.78,36.103
33.759,36.057
33.737,36.012
33.713,35.968
33.687,35.926
33.66,35.885
33.631,35.845
33.599,35.805
33.566,35.764
33.533,35.722
33.501,35.68
33.471,35.636
33.442,35.59
33.416,35.543
33.392,35.495
33.369,35.446
33.347,35.396
33.326,35.345
33.305,35.294
33.283,35.243
33.26,35.193
33.236,35.143
33.21,35.095
33.182,35.047
33.152,35.001
33.122,34.956
33.093,34.914
33.068,34.872
33.048,34.831
33.036,34.791
33.034,34.752
33.043,34.713
33.066,34.675
33.103,34.64
33.156,34.607
33.226,34.578
33.313,34.552
33.417,34.529
33.538,34.508
33.673,34.485
33.823,34.461
33.986,34.434
34.159,34.405
34.342,34.373
34.533,34.34
34.73,34.305
34.933,34.268
35.138,34.23
35.344,34.193
35.55,34.158
35.752,34.124
35.948,34.093
36.134,34.063
36.308,34.036
36.466,34.011
36.609,33.988
36.734,33.965
36.842,33.944
36.933,33.924
37.008,33.905
37.067,33.887
37.112,33.869
37.146,33.849
37.169,33.827
37.185,33.801
37.195,33.772
37.199,33.741
37.2,33.707
37.196,33.672
37.19,33.636
37.18,33.6
37.168,33.566
37.154,33.532
37.138,33.5
37.121,33.469
37.102,33.44
37.083,33.414
37.064,33.39
37.046,33.367
37.028,33.344
37.011,33.323
36.994,33.303
36.976,33.287
36.956,33.277
36.935,33.274
36.911,33.282
36.884,33.301
36.854,33.335
36.821,33.384
36.786,33.452
36.749,33.54
36.709,33.648
36.668,33.779
36.624,33.932
36.579,34.109
36.533,34.308
36.486,34.527
36.438,34.764
36.391,35.016
36.347,35.282
36.304,35.556
36.265,35.836
36.228,36.119
36.194,36.399
36.163,36.676
36.136,36.945
36.11,37.206
36.088,37.455
36.067,37.69
36.048,37.908
36.031,38.108
36.013,38.287
35.996,38.447
35.979,38.586
35.963,38.705
35.948,38.804
35.934,38.884
35.921,38.947
35.909,38.994
35.897,39.027
35.884,39.049
35.872,39.061
35.86,39.063
35.846,39.058
35.83,39.045
35.81,39.027
35.783,39.005
35.75,38.98
35.712,38.952
35.67,38.924
35.626,38.894
35.581,38.864
35.537,38.834
35.494,38.802
35.453,38.768
35.415,38.732
35.38,38.692
35.35,38.649
35.324,38.603
35.303,38.555
35.285,38.506
35.27,38.457
35.255,38.408
35.239,38.359
35.22,38.31
35.197,38.261
35.168,38.211
35.134,38.159
35.095,38.106
35.051,38.05
35.004,37.992
34.956,37.931
34.907,37.869
34.859,37.805
34.812,37.741
34.767,37.676
34.725,37.612
34.686,37.549
34.648,37.488
34.611,37.431
34.576,37.378
34.542,37.328
34.507,37.282
34.473,37.24
34.438,37.204
34.403,37.172
34.367,37.145
34.33,37.122
34.294,37.103
34.258,37.088
34.224,37.077
34.192,37.069
34.162,37.062
34.136,37.057
34.113,37.052
34.093,37.047
34.075,37.042
34.058,37.036
34.04,37.029
34.021,37.019
34,37.006
33.976,36.991
33.949,36.973
33.92,36.952
33.888,36.927
33.856,36.897
33.825,36.864
33.794,36.828
33.766,36.79
33.739,36.749
33.716,36.706
33.695,36.661
33.677,36.613
33.66,36.563
33.646,36.511
33.632,36.458
33.619,36.404
33.605,36.349
33.589,36.293
33.57,36.237
33.549,36.181
33.524,36.126
33.497,36.072
33.469,36.018
33.439,35.963
33.41,35.909
33.382,35.854
33.354,35.799
33.328,35.744
33.304,35.689
33.281,35.635
33.257,35.58
33.234,35.527
33.21,35.474
33.185,35.421
33.159,35.367
33.132,35.313
33.105,35.257
33.077,35.202
33.05,35.146
33.023,35.09
32.996,35.035
32.971,34.98
32.946,34.926
32.923,34.875
32.902,34.826
32.883,34.779
32.867,34.734
32.852,34.69
32.84,34.648
32.829,34.606
32.821,34.566
32.816,34.528
32.815,34.492
32.821,34.457
32.837,34.424
32.863,34.392
32.902,34.36
32.957,34.327
33.028,34.292
33.118,34.256
33.227,34.218
33.356,34.18
33.504,34.14
33.672,34.1
33.857,34.059
34.057,34.018
34.271,33.976
34.496,33.934
34.73,33.893
34.968,33.852
35.207,33.812
35.444,33.771
35.676,33.732
35.901,33.694
36.116,33.658
36.32,33.624
36.51,33.593
36.685,33.565
36.846,33.539
36.99,33.515
37.12,33.492
37.233,33.468
37.33,33.443
37.412,33.416
37.479,33.389
37.534,33.36
37.576,33.331
37.609,33.301
37.633,33.273
37.651,33.245
37.662,33.219
37.669,33.192
37.671,33.166
37.669,33.141
37.662,33.116
37.652,33.092
37.638,33.068
37.623,33.045
37.606,33.021
37.59,32.997
37.574,32.974
37.561,32.953
37.551,32.936
37.543,32.923
37.537,32.916
37.534,32.915
37.532,32.924
37.531,32.944
37.528,32.977
37.523,33.027
37.515,33.095
37.502,33.184
37.484,33.297
37.462,33.432
37.436,33.592
37.406,33.776
37.374,33.982
37.339,34.21
37.301,34.457
37.26,34.719
37.217,34.995
37.171,35.28
37.124,35.573
37.076,35.871
37.029,36.17
36.984,36.468
36.941,36.76
36.901,37.043
36.866,37.314
36.835,37.571
36.809,37.812
36.788,38.036
36.772,38.242
36.758,38.428
36.747,38.594
36.737,38.74
36.73,38.865
36.723,38.971
36.718,39.059
36.712,39.128
36.705,39.181
36.696,39.22
36.686,39.246
36.674,39.26
36.661,39.264
36.646,39.258
36.629,39.242
36.609,39.218
36.587,39.188
36.562,39.151
36.534,39.111
36.504,39.068
36.473,39.024
36.441,38.98
36.409,38.935
36.378,38.89
36.347,38.844
36.318,38.797
36.29,38.747
36.261,38.696
36.234,38.643
36.206,38.588
36.178,38.53
36.148,38.469
36.114,38.405
36.076,38.338
36.035,38.268
35.989,38.197
35.941,38.124
35.89,38.05
35.837,37.975
35.784,37.898
35.731,37.819
35.679,37.74
35.628,37.661
35.579,37.581
35.531,37.502
35.485,37.424
35.439,37.35
35.395,37.279
35.35,37.214
35.304,37.154
35.257,37.101
35.209,37.053
35.16,37.01
35.11,36.97
35.061,36.935
35.013,36.903
34.968,36.875
34.926,36.851
34.889,36.829
34.856,36.81
34.828,36.793
34.803,36.778
34.782,36.762
34.762,36.747
34.742,36.732
34.721,36.719
34.697,36.706
34.67,36.695
34.641,36.684
34.609,36.673
34.576,36.66
34.542,36.646
34.507,36.629
34.473,36.61
34.439,36.588
34.406,36.563
34.376,36.535
34.347,36.506
34.321,36.474
34.297,36.441
34.274,36.406
34.251,36.368
34.227,36.328
34.203,36.286
34.176,36.241
34.147,36.195
34.117,36.148
34.086,36.101
34.054,36.053
34.022,36.004
33.989,35.956
33.958,35.908
33.926,35.86
33.895,35.811
33.865,35.762
33.838,35.71
33.812,35.658
33.788,35.605
33.767,35.551
33.748,35.496
33.73,35.439
33.714,35.381
33.698,35.323
33.681,35.264
33.662,35.204
33.641,35.144
33.618,35.084
33.593,35.024
33.566,34.965
33.539,34.908
33.512,34.853
33.484,34.799
33.457,34.747
33.431,34.695
33.405,34.645
33.379,34.595
33.354,34.545
33.328,34.495
33.302,34.445
33.276,34.396
33.252,34.349
33.231,34.304
33.215,34.262
33.204,34.221
33.201,34.183
33.206,34.146
33.221,34.112
33.248,34.077
33.289,34.042
33.342,34.007
33.411,33.971
33.496,33.935
33.599,33.9
33.717,33.864
33.852,33.83
34.004,33.797
34.173,33.764
34.359,33.732
34.56,33.701
34.776,33.669
35.003,33.637
35.24,33.605
35.484,33.575
35.731,33.545
35.979,33.515
36.223,33.485
36.461,33.454
36.689,33.423
36.905,33.393
37.108,33.363
37.294,33.332
37.464,33.302
37.617,33.271
37.752,33.24
37.871,33.208
37.974,33.177
38.062,33.145
38.136,33.114
38.197,33.082
38.247,33.052
38.286,33.022
38.316,32.993
38.338,32.964
38.354,32.936
38.363,32.91
