Trial 3:3back,Trial 5:3back
30.425,32.976
30.391,33.216
30.355,33.492
30.319,33.802
30.282,34.145
30.246,34.516
30.21,34.913
30.176,35.329
30.143,35.76
30.111,36.2
30.082,36.644
30.056,37.085
30.031,37.52
30.008,37.943
29.985,38.352
29.962,38.741
29.94,39.106
29.918,39.446
29.894,39.758
29.871,40.04
29.848,40.29
29.825,40.508
29.803,40.693
29.781,40.846
29.759,40.969
29.737,41.064
29.715,41.133
29.693,41.177
29.672,41.201
29.651,41.205
29.631,41.192
29.612,41.164
29.593,41.121
29.576,41.064
29.559,40.996
29.544,40.918
29.529,40.832
29.515,40.739
29.501,40.639
29.486,40.535
29.471,40.428
29.456,40.317
29.439,40.204
29.422,40.088
29.404,39.97
29.384,39.85
29.363,39.73
29.339,39.611
29.313,39.491
29.283,39.371
29.252,39.252
29.218,39.133
29.182,39.016
29.145,38.899
29.109,38.782
29.074,38.665
29.041,38.546
29.015,38.426
28.999,38.305
28.995,38.182
29.009,38.059
29.043,37.935
29.102,37.813
29.189,37.694
29.306,37.579
29.456,37.469
29.641,37.366
29.861,37.269
30.116,37.179
30.405,37.095
30.726,37.018
31.077,36.947
31.454,36.883
31.853,36.827
32.271,36.777
32.704,36.733
33.147,36.695
33.599,36.663
34.053,36.635
34.508,36.611
34.957,36.59
35.398,36.571
35.824,36.555
36.232,36.54
36.619,36.525
36.979,36.511
37.312,36.495
37.615,36.477
37.888,36.455
38.129,36.431
38.341,36.403
38.523,36.372
38.677,36.338
38.803,36.301
38.904,36.261
38.98,36.218
39.035,36.174
39.071,36.127
39.089,36.079
39.094,36.029
39.087,35.978
39.07,35.924
39.045,35.867
39.012,35.807
38.973,35.744
38.927,35.676
38.875,35.603
38.817,35.526
38.753,35.444
38.683,35.357
38.609,35.267
38.531,35.176
38.451,35.085
38.371,34.994
38.29,34.906
38.209,34.819
38.128,34.736
38.046,34.655
37.963,34.576
37.878,34.497
37.791,34.419
37.702,34.341
37.609,34.264
37.512,34.187
37.411,34.11
37.306,34.036
37.199,33.964
37.09,33.896
36.98,33.83
36.87,33.768
36.761,33.709
36.653,33.651
36.547,33.596
36.443,33.541
36.341,33.487
36.24,33.436
36.141,33.385
36.044,33.336
35.949,33.288
35.857,33.242
35.767,33.196
35.682,33.151
35.6,33.104
35.522,33.057
35.45,33.008
35.384,32.959
35.322,32.909
35.267,32.86
35.216,32.812
35.17,32.766
35.128,32.723
35.091,32.682
35.058,32.644
35.028,32.608
35.002,32.573
34.979,32.539
34.958,32.505
34.938,32.47
34.919,32.432
34.9,32.393
34.879,32.351
34.857,32.307
34.831,32.262
34.803,32.215
34.771,32.168
34.737,32.119
34.699,32.07
34.657,32.021
34.613,31.971
34.566,31.92
34.517,31.871
34.465,31.823
34.412,31.779
34.358,31.739
34.301,31.707
34.243,31.684
34.182,31.673
34.12,31.676
34.054,31.694
33.985,31.73
33.914,31.786
33.841,31.864
33.769,31.966
33.697,32.093
33.628,32.247
33.563,32.43
33.503,32.642
33.449,32.882
33.4,33.15
33.355,33.444
33.314,33.762
33.274,34.1
33.234,34.456
33.192,34.825
33.148,35.204
33.1,35.587
33.048,35.971
32.993,36.35
32.935,36.72
32.874,37.076
32.81,37.415
32.745,37.733
32.68,38.027
32.616,38.294
32.555,38.534
32.498,38.745
32.446,38.928
32.397,39.083
32.352,39.211
32.31,39.312
32.269,39.39
32.228,39.446
32.186,39.481
32.143,39.499
32.098,39.499
32.05,39.484
32.001,39.455
31.95,39.414
31.898,39.364
31.847,39.307
31.797,39.244
31.75,39.178
31.707,39.11
31.668,39.042
31.634,38.972
31.603,38.903
31.576,38.832
31.55,38.76
31.525,38.687
31.501,38.611
31.474,38.534
31.445,38.455
31.414,38.375
31.378,38.293
31.339,38.21
31.296,38.125
31.249,38.038
31.2,37.95
31.148,37.859
31.097,37.767
31.047,37.672
31.001,37.574
30.96,37.474
30.925,37.371
30.895,37.266
30.87,37.159
30.85,37.051
30.834,36.943
30.822,36.836
30.811,36.732
30.802,36.632
30.793,36.536
30.784,36.444
30.773,36.358
30.759,36.277
30.743,36.201
30.724,36.13
30.704,36.064
30.683,36.003
30.661,35.947
30.639,35.896
30.618,35.848
30.597,35.804
30.576,35.765
30.557,35.729
30.538,35.697
30.52,35.668
30.503,35.642
30.486,35.618
30.469,35.594
30.451,35.572
30.432,35.549
30.414,35.525
30.398,35.498
30.385,35.469
30.378,35.435
30.379,35.396
30.391,35.353
30.417,35.304
30.46,35.252
30.524,35.197
30.611,35.139
30.723,35.079
30.862,35.019
31.028,34.958
31.222,34.896
31.442,34.834
31.688,34.771
31.956,34.707
32.243,34.641
32.547,34.574
32.864,34.506
33.189,34.437
33.519,34.367
33.849,34.296
34.176,34.224
34.497,34.152
34.81,34.079
35.112,34.007
35.402,33.934
35.676,33.862
35.935,33.791
36.175,33.722
36.396,33.654
36.597,33.589
36.778,33.525
36.937,33.463
37.075,33.402
37.192,33.343
37.291,33.284
37.371,33.226
37.435,33.168
37.484,33.112
37.52,33.058
37.543,33.005
37.556,32.954
37.558,32.905
37.551,32.858
37.534,32.811
37.508,32.766
37.474,32.72
37.431,32.673
37.381,32.625
37.324,32.576
37.261,32.525
37.191,32.473
37.117,32.422
37.04,32.371
36.959,32.321
36.877,32.271
36.795,32.222
36.713,32.173
36.631,32.124
36.549,32.075
36.466,32.024
36.381,31.972
36.294,31.918
36.204,31.864
36.11,31.809
36.014,31.754
35.914,31.7
35.81,31.648
35.704,31.598
35.594,31.55
35.482,31.506
35.367,31.463
35.251,31.422
35.134,31.384
35.02,31.346
34.91,31.309
34.805,31.274
34.708,31.239
34.619,31.206
34.539,31.174
34.467,31.144
34.402,31.116
34.343,31.09
34.29,31.065
34.24,31.043
34.193,31.024
34.149,31.009
34.107,31.002
34.067,31.004
34.031,31.018
33.998,31.048
33.97,31.098
33.947,31.17
33.929,31.267
33.916,31.392
33.907,31.546
33.901,31.729
33.896,31.941
33.891,32.18
33.885,32.445
33.875,32.731
33.861,33.036
33.841,33.354
33.815,33.682
33.783,34.014
33.746,34.347
33.705,34.673
33.662,34.99
33.617,35.293
33.573,35.579
33.531,35.846
33.492,36.093
33.455,36.318
33.421,36.522
33.388,36.704
33.356,36.864
33.323,37.003
33.287,37.121
33.248,37.219
33.205,37.299
33.157,37.362
33.102,37.409
33.042,37.442
32.977,37.463
32.908,37.474
32.837,37.474
32.765,37.466
32.693,37.451
32.624,37.428
32.559,37.4
32.498,37.366
32.443,37.327
32.393,37.284
32.349,37.238
32.308,37.188
32.272,37.136
32.237,37.082
32.203,37.026
32.167,36.968
32.129,36.907
32.089,36.845
32.044,36.78
31.996,36.713
31.943,36.645
31.887,36.574
31.829,36.501
31.77,36.427
31.712,36.349
31.657,36.268
31.604,36.184
31.554,36.095
31.508,36.004
31.465,35.911
31.424,35.815
31.385,35.719
31.346,35.622
31.307,35.527
31.266,35.434
31.225,35.343
31.181,35.257
31.134,35.175
31.085,35.099
31.034,35.029
30.983,34.964
30.934,34.905
30.889,34.852
30.847,34.804
30.811,34.76
30.78,34.72
30.754,34.684
30.732,34.649
30.713,34.615
30.697,34.581
30.682,34.547
30.666,34.512
30.648,34.479
30.626,34.447
30.598,34.417
30.566,34.389
30.528,34.362
30.486,34.335
30.441,34.308
30.392,34.28
30.343,34.25
30.293,34.219
30.245,34.186
30.2,34.152
30.16,34.116
30.126,34.08
30.099,34.042
30.079,34.003
30.066,33.962
30.06,33.918
30.06,33.873
30.067,33.827
30.08,33.778
30.101,33.728
30.13,33.678
30.169,33.626
30.22,33.575
30.285,33.524
30.365,33.472
30.462,33.42
30.577,33.367
30.71,33.313
30.864,33.258
31.037,33.201
31.23,33.143
31.442,33.083
31.671,33.024
31.915,32.964
32.17,32.904
32.434,32.846
32.702,32.789
32.971,32.733
33.237,32.679
33.496,32.624
33.745,32.57
33.98,32.516
34.2,32.462
34.401,32.409
34.584,32.357
34.749,32.307
34.895,32.258
35.025,32.212
35.14,32.167
35.239,32.125
35.326,32.083
35.401,32.043
35.465,32.001
35.518,31.96
35.56,31.918
35.592,31.875
35.613,31.832
35.624,31.788
35.624,31.745
35.614,31.703
35.596,31.662
35.569,31.623
35.536,31.586
35.496,31.552
35.452,31.52
35.403,31.49
35.351,31.462
35.296,31.436
35.239,31.411
35.178,31.389
35.114,31.368
35.048,31.348
34.979,31.328
34.908,31.308
34.836,31.287
34.762,31.265
34.688,31.242
34.613,31.216
34.539,31.187
34.465,31.155
34.389,31.12
34.313,31.083
34.236,31.044
34.158,31.004
34.08,30.965
34.002,30.928
33.925,30.895
33.848,30.87
33.774,30.858
33.702,30.864
33.633,30.886
33.567,30.926
33.503,30.981
33.444,31.051
33.39,31.136
33.34,31.237
33.295,31.356
33.254,31.497
33.217,31.662
33.184,31.849
33.155,32.056
33.128,32.28
33.104,32.518
33.084,32.763
33.067,33.013
33.054,33.263
33.044,33.51
33.036,33.752
33.029,33.987
33.024,34.214
33.018,34.433
33.01,34.641
33.001,34.837
32.99,35.022
32.977,35.194
32.962,35.352
32.946,35.497
32.928,35.628
32.911,35.754
32.893,35.874
32.877,35.988
32.861,36.095
32.846,36.195
32.832,36.289
32.819,36.377
32.807,36.456
32.794,36.522
32.778,36.572
32.759,36.602
32.736,36.613
32.706,36.602
32.672,36.57
32.633,36.516
32.589,36.445
32.543,36.359
32.496,36.263
32.448,36.16
32.402,36.055
32.357,35.952
32.314,35.854
32.274,35.764
32.236,35.683
32.201,35.612
32.167,35.549
32.134,35.493
32.1,35.444
32.065,35.399
32.028,35.357
31.988,35.313
31.947,35.266
31.903,35.215
31.857,35.159
31.81,35.096
31.761,35.027
31.712,34.953
31.664,34.878
31.618,34.801
31.576,34.725
31.538,34.65
31.503,34.578
31.47,34.509
31.44,34.444
31.41,34.383
31.38,34.327
31.349,34.276
31.315,34.23
31.279,34.19
31.238,34.156
31.193,34.127
31.145,34.105
31.094,34.088
31.041,34.075
30.988,34.066
30.935,34.06
30.883,34.055
30.834,34.051
30.789,34.046
30.747,34.042
30.711,34.037
30.678,34.032
30.65,34.027
30.626,34.019
30.605,34.01
30.586,33.996
30.568,33.979
30.55,33.957
30.531,33.929
30.51,33.898
30.487,33.863
30.461,33.826
30.434,33.789
30.405,33.752
30.376,33.717
30.347,33.683
30.317,33.651
30.289,33.618
30.263,33.584
30.238,33.55
30.216,33.514
30.199,33.476
30.186,33.438
30.179,33.4
30.178,33.363
30.185,33.324
30.2,33.285
30.226,33.244
30.262,33.202
30.31,33.159
30.372,33.115
30.447,33.07
30.536,33.026
30.641,32.981
30.762,32.937
30.898,32.894
31.05,32.853
31.216,32.812
31.394,32.772
31.584,32.732
31.782,32.692
31.986,32.649
32.194,32.604
32.401,32.557
32.605,32.509
32.804,32.46
32.995,32.411
33.177,32.363
33.346,32.317
33.502,32.273
33.644,32.233
33.772,32.195
33.884,32.162
33.982,32.132
34.066,32.105
34.137,32.08
34.197,32.058
34.246,32.037
34.285,32.017
34.314,31.998
34.333,31.981
34.343,31.964
34.344,31.947
34.336,31.929
34.319,31.91
34.296,31.888
34.267,31.865
34.233,31.838
34.196,31.808
34.158,31.776
34.118,31.742
34.079,31.709
34.041,31.675
34.005,31.643
33.969,31.614
33.934,31.589
33.899,31.567
33.863,31.548
33.823,31.534
33.78,31.523
33.732,31.514
33.679,31.507
33.622,31.501
33.561,31.497
33.498,31.492
33.434,31.488
33.37,31.483
33.308,31.48
33.248,31.477
33.191,31.476
33.138,31.478
33.087,31.484
33.039,31.497
32.992,31.519
32.948,31.553
32.903,31.601
32.859,31.666
32.815,31.748
32.769,31.851
32.722,31.973
32.675,32.115
32.629,32.275
32.584,32.454
32.543,32.647
32.507,32.852
32.478,33.065
32.455,33.284
32.441,33.506
32.433,33.727
32.431,33.946
32.434,34.158
32.442,34.362
32.453,34.557
32.465,34.739
32.477,34.909
32.488,35.065
32.497,35.208
32.502,35.338
32.505,35.454
32.505,35.557
32.505,35.647
32.504,35.723
32.504,35.787
32.504,35.838
32.504,35.875
32.505,35.901
32.505,35.915
32.505,35.92
32.503,35.918
32.499,35.909
32.492,35.895
32.482,35.878
32.469,35.858
32.451,35.838
32.43,35.816
32.406,35.794
32.377,35.773
32.346,35.753
32.313,35.734
32.279,35.716
32.245,35.699
32.21,35.682
32.176,35.666
32.143,35.651
32.111,35.636
32.08,35.621
32.051,35.605
32.022,35.59
31.994,35.574
31.966,35.556
31.937,35.535
31.907,35.511
31.875,35.483
31.841,35.45
31.805,35.412
31.766,35.369
31.726,35.322
31.685,35.272
31.645,35.22
31.606,35.168
31.569,35.114
31.535,35.062
31.504,35.011
31.475,34.964
31.446,34.92
31.418,34.879
31.39,34.843
31.361,34.811
31.331,34.782
31.3,34.757
31.269,34.735
31.238,34.715
31.207,34.698
31.177,34.683
31.146,34.671
31.116,34.661
31.088,34.655
31.06,34.65
31.035,34.648
31.012,34.647
30.991,34.646
30.972,34.644
30.954,34.64
30.937,34.633
30.92,34.623
30.903,34.61
30.885,34.594
30.867,34.576
30.848,34.556
30.829,34.532
30.81,34.507
30.79,34.478
30.771,34.446
30.752,34.412
30.734,34.374
30.717,34.334
30.702,34.293
30.688,34.252
30.676,34.209
30.665,34.166
30.656,34.122
30.649,34.077
30.645,34.032
30.644,33.986
30.648,33.938
30.658,33.889
30.676,33.84
30.702,33.79
30.739,33.74
30.789,33.691
30.851,33.645
30.928,33.602
31.021,33.562
31.128,33.526
31.251,33.493
31.388,33.463
31.537,33.435
31.697,33.408
31.863,33.381
32.034,33.353
32.207,33.324
32.38,33.294
32.552,33.262
32.719,33.228
32.882,33.193
33.037,33.156
33.185,33.118
33.322,33.078
33.45,33.037
33.565,32.996
33.667,32.956
33.755,32.917
33.83,32.88
33.892,32.847
33.941,32.817
33.979,32.793
34.006,32.772
34.025,32.755
34.037,32.742
34.043,32.732
34.044,32.724
34.041,32.716
34.035,32.708
34.026,32.697
34.013,32.685
33.997,32.669
33.976,32.65
33.95,32.629
33.92,32.604
33.886,32.575
33.85,32.544
33.812,32.509
33.773,32.473
33.735,32.437
33.698,32.401
33.663,32.367
33.631,32.335
33.602,32.306
33.574,32.28
33.547,32.257
33.519,32.236
33.49,32.216
33.458,32.197
33.423,32.178
33.385,32.156
33.343,32.134
33.296,32.109
33.246,32.083
33.194,32.054
33.141,32.024
33.088,31.994
33.037,31.963
32.988,31.933
32.942,31.904
32.901,31.877
32.863,31.853
32.831,31.834
32.803,31.82
32.779,31.814
32.76,31.816
32.745,31.827
32.733,31.85
32.724,31.885
32.718,31.933
32.714,31.994
32.713,32.07
32.714,32.16
32.718,32.263
32.723,32.38
32.729,32.51
32.738,32.653
32.746,32.808
32.755,32.972
32.763,33.146
32.77,33.326
32.776,33.512
32.782,33.702
32.786,33.893
32.789,34.083
32.791,34.27
32.791,34.452
32.789,34.625
32.785,34.788
32.778,34.94
32.769,35.08
32.757,35.206
32.744,35.318
32.728,35.416
32.71,35.5
32.692,35.571
32.672,35.631
32.653,35.679
32.635,35.718
32.618,35.748
32.603,35.771
32.591,35.787
32.581,35.796
32.573,35.8
32.564,35.798
32.555,35.792
32.544,35.783
32.53,35.772
32.515,35.761
32.497,35.751
32.478,35.742
32.457,35.735
32.434,35.73
32.41,35.727
32.386,35.725
32.363,35.724
32.34,35.725
32.32,35.726
32.303,35.726
32.288,35.724
32.275,35.72
32.265,35.712
32.256,35.701
32.247,35.684
32.237,35.661
32.226,35.634
32.214,35.603
32.2,35.567
32.184,35.527
32.165,35.485
32.146,35.44
32.125,35.395
32.105,35.348
32.086,35.299
32.069,35.25
32.054,35.201
32.043,35.152
32.035,35.104
32.028,35.057
32.023,35.012
32.017,34.971
32.012,34.933
32.005,34.9
31.996,34.871
31.985,34.848
31.971,34.829
31.955,34.816
31.936,34.807
31.915,34.802
31.892,34.8
31.868,34.801
31.845,34.803
31.823,34.805
31.803,34.805
31.785,34.804
31.769,34.801
31.755,34.795
31.742,34.787
31.731,34.777
31.721,34.765
31.712,34.753
31.704,34.74
31.696,34.727
31.688,34.714
31.679,34.7
31.671,34.685
31.664,34.668
31.66,34.647
31.663,34.624
31.674,34.597
31.695,34.567
31.73,34.533
31.779,34.497
31.844,34.457
31.925,34.416
32.021,34.373
32.133,34.329
32.26,34.285
32.4,34.242
32.549,34.202
32.705,34.163
32.865,34.127
33.028,34.094
33.191,34.062
33.352,34.032
33.509,34.002
33.662,33.972
33.808,33.942
33.948,33.911
34.08,33.88
34.204,33.849
34.319,33.818
34.423,33.786
34.516,33.755
34.597,33.724
34.666,33.692
34.721,33.661
34.763,33.631
34.79,33.603
34.804,33.575
34.804,33.55
34.793,33.527
34.773,33.505
34.747,33.487
34.718,33.469
34.687,33.453
34.655,33.438
34.625,33.422
34.596,33.406
34.567,33.387
34.539,33.367
34.509,33.344
34.478,33.319
34.446,33.292
34.412,33.263
34.378,33.235
34.343,33.206
34.31,33.178
34.278,33.151
34.248,33.124
34.221,33.099
34.195,33.076
34.171,33.053
34.146,33.032
34.122,33.012
34.097,32.992
34.072,32.972
34.045,32.952
34.016,32.932
33.987,32.91
33.956,32.888
33.924,32.863
33.891,32.836
33.857,32.807
33.822,32.777
33.789,32.745
33.757,32.714
33.728,32.682
33.702,32.652
33.679,32.623
33.66,32.597
33.644,32.573
33.632,32.55
33.625,32.53
33.622,32.511
33.624,32.493
33.631,32.475
33.642,32.458
33.657,32.439
33.675,32.42
33.697,32.397
33.721,32.372
33.744,32.343
33.765,32.31
33.783,32.275
33.797,32.237
33.809,32.197
33.817,32.155
33.823,32.113
33.827,32.07
33.831,32.027
33.834,31.984
33.837,31.941
33.839,31.899
33.841,31.858
33.842,31.818
33.843,31.781
33.843,31.745
33.843,31.712
33.84,31.683
33.836,31.657
33.83,31.637
33.821,31.622
33.812,31.615
33.801,31.616
33.79,31.627
33.779,31.65
33.769,31.686
33.761,31.739
33.754,31.809
33.748,31.898
33.743,32.006
33.736,32.133
33.728,32.278
33.716,32.44
33.702,32.617
33.684,32.806
33.663,33.004
33.638,33.208
33.611,33.415
33.582,33.62
33.552,33.823
33.522,34.018
33.493,34.204
33.466,34.378
33.443,34.54
33.422,34.688
33.405,34.822
33.39,34.941
33.377,35.046
33.365,35.137
33.354,35.217
33.341,35.284
33.327,35.34
33.308,35.384
33.287,35.418
33.262,35.441
33.236,35.455
33.209,35.462
33.183,35.463
33.158,35.459
33.135,35.452
33.116,35.445
33.1,35.436
33.087,35.428
33.078,35.422
33.073,35.417
33.07,35.412
33.071,35.409
33.072,35.407
33.074,35.405
33.074,35.402
33.071,35.399
33.065,35.395
33.055,35.389
33.042,35.381
33.027,35.371
33.01,35.358
32.993,35.344
32.975,35.327
32.958,35.31
32.94,35.291
32.923,35.27
32.905,35.248
32.888,35.224
32.871,35.198
32.854,35.171
32.84,35.141
32.827,35.11
32.816,35.078
32.807,35.044
32.801,35.01
32.799,34.974
32.804,34.939
32.817,34.904
32.839,34.869
32.873,34.836
32.919,34.804
32.978,34.774
33.052,34.745
33.139,34.719
33.24,34.696
33.354,34.675
33.48,34.656
33.616,34.64
33.762,34.628
33.914,34.618
34.07,34.611
34.228,34.606
34.386,34.605
34.54,34.607
34.687,34.611
34.827,34.617
34.956,34.625
35.076,34.633
35.184,34.641
35.282,34.648
35.368,34.652
35.444,34.653
35.509,34.651
35.563,34.645
35.607,34.635
35.64,34.622
35.664,34.605
35.678,34.584
35.684,34.561
35.68,34.535
35.667,34.506
35.646,34.476
35.62,34.445
35.59,34.414
35.558,34.385
35.527,34.356
35.497,34.33
35.471,34.305
35.449,34.281
35.43,34.257
35.415,34.232
35.405,34.206
35.394,34.178
35.381,34.148
35.363,34.116
35.341,34.084
35.315,34.052
35.286,34.022
35.255,33.993
35.224,33.965
35.195,33.938
35.167,33.91
35.143,33.883
35.122,33.854
35.105,33.823
35.092,33.791
35.083,33.76
35.078,33.728
35.074,33.696
35.07,33.664
35.065,33.633
35.058,33.604
35.047,33.575
35.031,33.548
35.012,33.523
34.989,33.5
34.964,33.481
34.938,33.465
34.913,33.452
34.89,33.442
34.87,33.434
34.853,33.427
34.84,33.421
34.832,33.413
34.827,33.403
34.825,33.391
34.826,33.376
34.829,33.36
34.833,33.341
34.839,33.321
34.844,33.302
34.849,33.283
34.852,33.264
34.854,33.247
34.854,33.23
34.852,33.214
34.848,33.2
34.844,33.187
34.838,33.175
34.833,33.164
34.828,33.154
34.823,33.143
34.818,33.13
34.815,33.115
34.812,33.096
34.81,33.075
34.807,33.051
34.803,33.026
34.798,33.001
34.792,32.977
34.783,32.954
34.772,32.934
34.757,32.915
34.739,32.898
34.717,32.883
34.694,32.87
34.668,32.859
34.642,32.848
34.616,32.837
34.591,32.827
34.568,32.816
34.546,32.805
34.526,32.794
34.508,32.782
34.491,32.77
34.475,32.757
34.46,32.743
34.445,32.728
34.428,32.711
34.41,32.694
34.391,32.675
34.37,32.656
34.348,32.636
34.325,32.616
34.304,32.594
34.284,32.572
34.267,32.549
34.253,32.524
34.241,32.497
34.231,32.469
34.222,32.439
34.213,32.41
34.203,32.382
34.191,32.358
34.177,32.34
34.16,32.33
34.141,32.331
34.122,32.344
34.102,32.372
34.082,32.414
34.064,32.473
34.046,32.549
34.03,32.641
34.015,32.75
34.002,32.875
33.989,33.015
33.977,33.169
33.964,33.334
33.951,33.507
33.937,33.687
33.92,33.871
33.902,34.056
33.881,34.24
33.858,34.421
33.835,34.595
